Ticker,Total_Trades,CAGR_%,Total_Return_%,Win_Rate_%,Avg_Win_%,Avg_Loss_%,Max_Win_%,Std_Dev_%,Qualified,Qualification_Reason,Reason
BK,3,22.01230812940271,171.44373512878423,33.33333333333333,20.89395095613737,-8.610346410459385,20.89395095613737,17.15153406542311,False,Does not meet criteria,
JPM,2,20.56867202565069,155.70227325439456,100.0,44.15714113858925,0.0,73.4723191675796,41.457922351979924,True,"Std Dev 41.5% ≥30%, Avg Win 44.2% ≥40%",
META,4,20.20224240488413,151.82545557022104,75.0,58.81622848944386,-12.084794370769233,165.16828891220555,83.20083029848095,True,"Std Dev 83.2% ≥30%, Max Win 165.2% ≥150%, Avg Win 58.8% ≥40%",
ORLY,2,20.072652649309262,150.4657215327263,100.0,63.08138475509702,0.0,102.37419389296714,55.56842358651341,True,"Std Dev 55.6% ≥30%, Avg Win 63.1% ≥40%",
AMAT,4,19.704800257148204,146.63799263305674,50.0,50.33093287053405,-12.000541813301291,57.28124069708718,36.46833443258672,True,"Std Dev 36.5% ≥30%, Avg Win 50.3% ≥40%",
IRM,4,19.678725589619116,146.36845820617688,50.0,81.28810506431684,-12.8167385666206,101.65307050126087,56.82197958957457,True,"Std Dev 56.8% ≥30%, Avg Win 81.3% ≥40%",
CBOE,1,19.39604111851072,143.4614531970978,100.0,14.7666454721559,0.0,14.7666454721559,,False,Does not meet criteria,
LRCX,5,18.999856712228215,139.43355204257972,40.0,37.03910385958752,-14.205353452697443,59.67056081799499,32.48283784186615,True,Std Dev 32.5% ≥30%,
PHM,3,18.683418627501336,136.25489492015842,66.66666666666666,78.35777028083997,-15.208959296198616,147.71344186983325,87.91162310036813,True,"Std Dev 87.9% ≥30%, Avg Win 78.4% ≥40%",
RL,4,18.541713237873193,134.84244766082767,75.0,23.82635056529992,-13.839956749720903,58.991209785374906,31.205610192163164,True,Std Dev 31.2% ≥30%,
