ticker,entry_date,exit_date,entry_price,exit_price,return_pct,hold_weeks,exit_reason
ISRG,2025-05-02,2025-07-25,517.18,488.61,-5.524188870412611,12.0,Transition to N2 (Blue) + Price < D200
KDP,2021-01-01,2023-03-10,28.11,31.8,13.127001067235863,114.0,Transition to N2 (Blue) + Price < D200
KDP,2024-05-03,2025-01-10,31.9,30.17,-5.423197492162999,36.0,Transition to N2 (Blue) + Price < D200
KDP,2025-04-04,2025-09-05,34.78,28.75,-17.337550316273724,22.0,Transition to N2 (Blue) + Price < D200
KHC,2021-01-01,2021-11-19,27.47,28.9,5.205678922460866,46.0,Transition to N2 (Blue) + Price < D200
KHC,2022-02-25,2022-09-23,32.21,29.2,-9.344923936665635,30.0,20% Trailing Stop (Peak: $36.74)
KHC,2022-11-04,2023-06-30,32.38,30.8,-4.879555281037683,34.0,Transition to N2 (Blue) + Price < D200
KHC,2023-12-15,2024-06-14,33.31,29.97,-10.027018913239278,26.0,Transition to N2 (Blue) + Price < D200
KHC,2024-08-09,2024-11-15,32.43,29.62,-8.664816527906256,14.0,Transition to N2 (Blue) + Price < D200
KLAC,2021-01-01,2022-03-11,245.33,316.0,28.80609790893897,62.0,20% Trailing Stop (Peak: $409.36)
KLAC,2022-06-03,2022-06-17,358.5,299.32,-16.507670850767088,2.0,Transition to N2 (Blue) + Price < D200
KLAC,2022-07-29,2022-09-23,356.78,302.95,-15.087729132798922,8.0,Transition to N2 (Blue) + Price < D200
KLAC,2022-11-18,2024-10-18,365.09,662.73,81.52510339916186,100.0,20% Trailing Stop (Peak: $841.84)
KLAC,2025-01-24,2025-03-07,754.5,687.81,-8.838966202783308,6.0,Transition to N2 (Blue) + Price < D200
LCID,2021-07-16,2021-09-10,229.6,198.5,-13.545296167247384,8.0,Transition to N2 (Blue) + Price < D200
LCID,2021-09-24,2022-01-28,254.2,287.0,12.903225806451617,18.0,20% Trailing Stop (Peak: $484.10)
LCID,2024-07-26,2024-10-18,34.6,26.9,-22.254335260115614,12.0,20% Trailing Stop (Peak: $38.50)
LCID,2024-12-27,2025-01-24,33.0,27.2,-17.575757575757578,4.0,Transition to N2 (Blue) + Price < D200
LCID,2025-02-21,2025-03-07,33.1,20.9,-36.85800604229608,2.0,20% Trailing Stop (Peak: $33.10)
LCID,2025-07-25,2025-08-08,29.9,21.7,-27.424749163879596,2.0,20% Trailing Stop (Peak: $29.90)
LRCX,2021-01-01,2021-10-08,44.72,52.99,18.492844364937397,40.0,Transition to N2 (Blue) + Price < D200
LRCX,2021-11-05,2022-01-28,57.08,53.06,-7.04274702172389,12.0,20% Trailing Stop (Peak: $68.64)
LRCX,2022-12-02,2022-12-30,44.72,40.76,-8.855098389982114,4.0,Transition to N2 (Blue) + Price < D200
LRCX,2023-01-13,2024-08-09,45.55,78.71,72.79912184412734,82.0,20% Trailing Stop (Peak: $104.39)
LRCX,2025-02-21,2025-03-07,88.21,76.0,-13.841968030835499,2.0,Transition to N2 (Blue) + Price < D200
LULU,2021-01-01,2021-02-26,348.03,310.12,-10.892739131684042,8.0,Transition to N2 (Blue) + Price < D200
LULU,2021-04-23,2021-05-21,338.75,319.17,-5.780073800738003,4.0,Transition to N2 (Blue) + Price < D200
LULU,2021-06-18,2022-01-14,349.4,336.27,-3.757870635374928,30.0,20% Trailing Stop (Peak: $473.94)
LULU,2022-09-09,2022-09-23,345.79,306.3,-11.42022614881865,2.0,Transition to N2 (Blue) + Price < D200
LULU,2022-11-04,2023-03-10,318.1,301.8,-5.1241747878025805,18.0,20% Trailing Stop (Peak: $381.82)
LULU,2023-04-07,2024-04-05,364.33,357.56,-1.858205473060133,52.0,20% Trailing Stop (Peak: $509.22)
LULU,2024-11-15,2025-03-21,330.26,324.45,-1.7592200084781695,18.0,20% Trailing Stop (Peak: $411.83)
LULU,2025-05-16,2025-06-13,318.96,247.03,-22.55141710559317,4.0,20% Trailing Stop (Peak: $318.96)
MAR,2021-01-01,2022-06-17,127.22,140.25,10.242100298695176,76.0,20% Trailing Stop (Peak: $177.61)
