Ticker,Total_Trades,CAGR_%,Total_Return_%,Win_Rate_%,Avg_Win_%,Avg_Loss_%,Max_Win_%,Std_Dev_%,Qualified,Qualification_Reason
MRNA,4,5.993280099536147,33.929973410987984,25.0,121.26238206057347,-18.030976406796686,121.26238206057347,69.95231180192037,True,"Std Dev 70.0% ≥30%, Avg Win 121.3% ≥40%"
VRTX,3,5.473850988275353,30.667958872985835,33.33333333333333,90.12070975733863,-17.045660453949928,90.12070975733863,62.24850786550315,True,"Std Dev 62.2% ≥30%, Avg Win 90.1% ≥40%"
TSLA,5,5.159336529277758,28.723943987274215,40.0,5.8966150722174175,-6.115653582238003,9.932422132530707,9.83364975982433,False,Does not meet criteria
CPRT,4,4.8647104334436975,26.92393508119585,25.0,56.73090133155192,-6.704433605946888,56.73090133155192,31.962171293697015,True,"Std Dev 32.0% ≥30%, Avg Win 56.7% ≥40%"
TMUS,4,4.797705985654366,26.51740068130497,50.0,25.583722553135978,-8.451236511436107,50.35590289728884,28.20010428106386,False,Does not meet criteria
ROST,4,4.321502741823835,23.658084537506166,25.0,43.16946823070289,-11.162343520119572,43.16946823070289,27.360372699976768,True,Avg Win 43.2% ≥40%
PCAR,5,3.549566590756781,19.133181678009095,20.0,64.48048463065639,-10.581288100784302,64.48048463065639,33.65894699662187,True,"Std Dev 33.7% ≥30%, Avg Win 64.5% ≥40%"
MRVL,5,3.2202344590992915,17.243537753677447,60.0,11.941323559304827,-8.631355364099395,29.94723368676678,16.174768171629545,False,Does not meet criteria
FTNT,6,2.567611265568792,13.569821021747702,33.33333333333333,43.707286800047456,-12.110029687232945,83.29959174766294,38.310091458330824,True,"Std Dev 38.3% ≥30%, Avg Win 43.7% ≥40%"
ON,5,0.8609060705725202,4.396495471000726,40.0,34.1822625577627,-15.529693260775284,56.33327710375361,31.447253194039394,True,Std Dev 31.4% ≥30%
BKNG,7,-0.10286959751393265,-0.5152599609374738,28.57142857142857,38.25522828787278,-12.034824219490629,56.41563819345842,26.91779005962743,False,Does not meet criteria
ALAB,1,-3.087115340241642,-14.563055158996576,0.0,0.0,-53.68500266501955,-53.68500266501955,,False,Does not meet criteria
QCOM,7,-8.687961235590947,-36.63037724914547,14.285714285714285,31.788055476195154,-12.640050668590037,31.788055476195154,17.23127463677493,False,Does not meet criteria
ARM,3,-10.815280878006117,-43.701568997955306,0.0,0.0,-17.095548491655634,-10.655702258170898,10.413431063285344,False,Does not meet criteria
MDB,9,-12.984259940907405,-50.24605629882804,22.22222222222222,32.53688010970444,-19.52675805516352,48.88144020854474,25.77192189282361,False,Does not meet criteria
